Date,Time,Product,ISIN,Reference exchange,Venue,Quantity,Price,,Local value,,Value EUR,Exchange rate,AutoFX Fee,Transaction and/or third party fees EUR,Total EUR,Order ID,
06-07-2023,15:44,MERCADOLIBRE INC,US58733R1023,NDQ,XNAS,1,1210.0000,USD,-1210.00,USD,-1112.55,1.0876,-2.78,-2.00,-1117.33,4853858c-26c3-4290-a334-1bce6aeea456
26-06-2023,09:04,VANGUARD FTSE ALL-WORLD UCITS - (USD) ACCUMULATING ETF,IE00BK5BQT80,XET,XETA,10,99.2100,EUR,-992.10,EUR,-992.10,,0.00,-1.00,-993.10,e857bc99-549a-45f7-8734-f79b4ba466ef
26-06-2023,09:04,VANGUARD S&P 500 UCITS ETF USD DIS,IE00B3XXRP09,EAM,XAMS,13,75.5970,EUR,-982.76,EUR,-982.76,,0.00,-1.00,-983.76,f04952e6-1e5a-46d4-a4bf-53cb8212c7d3
17-04-2023,09:04,VANGUARD S&P 500 UCITS ETF USD DIS,IE00B3XXRP09,EAM,XAMS,10,71.5240,EUR,-715.24,EUR,-715.24,,0.00,,-715.24,afad2601-ff30-4914-8c09-1137cbc8770b
14-04-2023,19:29,ALPHABET INC CLASS A,US02079K3059,NDQ,CDED,8,107.8400,USD,-862.72,USD,-785.15,1.0988,-1.96,-1.00,-788.12,2a82d1b1-11d8-4bf4-b263-6f385d8bd5d9
14-04-2023,19:28,AMAZON.COM INC,US0231351067,NDQ,SOHO,10,101.7494,USD,-1017.49,USD,-926.01,1.0988,-2.32,-1.00,-929.33,d43228d1-18f3-41ec-ac58-7b93afe79795
14-04-2023,19:24,META PLATFORMS INC CLASS A,US30303M1027,NDQ,CDED,5,219.4400,USD,-1097.20,USD,-998.55,1.0988,-2.50,-1.00,-1002.05,cbf3cf2c-d75c-4398-b088-895ab2124e02
26-10-2022,20:58,TWILIO INC CLASS A,US90138F1021,NSY,CDED,2,74.8800,USD,-149.76,USD,-148.57,1.0080,-0.37,-1.00,-149.94,197e5dad-06cb-47db-8809-a5ea53b8a4eb
26-10-2022,20:57,ALPHABET INC CLASS A,US02079K3059,NDQ,CDED,5,95.2700,USD,-476.35,USD,-472.71,1.0077,-1.18,-1.00,-474.89,9a38a320-3807-430f-8a1e-b67d18752352
01-09-2022,21:30,NVIDIA CORP,US67066G1040,NDQ,CDED,3,137.7700,USD,-413.31,USD,-415.47,0.9948,-1.04,-1.00,-417.51,563231a4-41ea-495c-afb8-269f4027ba9c
29-08-2022,09:05,VANGUARD S&P 500 UCITS ETF USD DIS,IE00B3XXRP09,EAM,XAMS,1,77.1070,EUR,-77.11,EUR,-77.11,,0.00,,-77.11,d342a2a5-1670-4d86-a80f-c832ab8671e1
26-08-2022,18:06,VISA INC CLASS A,US92826C8394,NSY,CDED,2,204.9700,USD,-409.94,USD,-410.11,0.9996,-1.03,-0.50,-411.63,29ed568b-c6ce-4a41-956d-c9f4e70f6ba0
26-08-2022,18:02,TELADOC HEALTH INC,US87918A1051,NSY,EDGX,5,32.6000,USD,-163.00,USD,-163.08,0.9995,-0.41,-0.50,-163.99,e39a92a2-f6bb-4396-a415-641c30803f25
27-07-2022,10:30,VANGUARD FTSE ALL-WORLD UCITS - (USD) ACCUMULATING ETF,IE00BK5BQT80,XET,XETA,10,96.4200,EUR,-964.20,EUR,-964.20,,0.00,,-964.20,9dd87696-4239-4cd4-8958-ee002f4d3ec8
18-07-2022,00:00,ALPHABET INC CLASS A,US02079K3059,NDQ,,20,111.7775,USD,-2235.55,USD,-2142.55,1.0434,0.00,,-2142.55,
18-07-2022,00:00,ALPHABET INC CLASS A,US02079K3059,NDQ,,-1,2235.5500,USD,2235.55,USD,2142.55,1.0434,0.00,,2142.55,
10-06-2022,19:49,AMAZON.COM INC,US0231351067,NDQ,CDED,-10,109.9200,USD,1099.20,USD,1043.88,1.0530,-2.61,-0.50,1040.77,ec42821d-54cf-4f02-8724-fc5c8b29745f
06-06-2022,00:00,AMAZON.COM INC,US0231351067,NDQ,,20,122.3500,USD,-2447.00,USD,-2345.20,1.0434,0.00,,-2345.20,
06-06-2022,00:00,AMAZON.COM INC,US0231351067,NDQ,,-1,2447.0000,USD,2447.00,USD,2345.20,1.0434,0.00,,2345.20,
29-04-2022,21:54,AMAZON.COM INC,US0231351067,NDQ,ARCX,1,2479.0000,USD,-2479.00,USD,-2350.67,1.0546,-5.88,-0.50,-2357.05,45f26470-648d-42a5-af96-aaa1b43733e0
27-04-2022,18:51,ALPHABET INC CLASS A,US02079K3059,NDQ,ARCX,1,2323.0000,USD,-2323.00,USD,-2197.74,1.0570,-5.49,-0.50,-2203.74,5ada202d-d2c2-4e97-9be2-93377186742d
18-03-2022,20:57,APPLE INC,US0378331005,NDQ,CDED,5,163.7500,USD,-818.75,USD,-740.62,1.1055,-1.85,-0.50,-742.97,79007a65-f247-4edb-96e7-e10b58c89f7e
08-03-2022,16:40,NVIDIA CORP,US67066G1040,NDQ,CDED,-3,209.5000,USD,628.50,USD,577.67,1.0880,-1.44,-0.50,575.72,d0a0d977-c24c-4480-b1a1-7146c653be14
07-03-2022,20:47,ADR ON SEA LTD CLASS A,US81141R1005,NSY,CDED,-5,91.5501,USD,457.75,USD,421.58,1.0858,-1.05,-0.50,420.03,4f1153f9-6436-4503-84f1-e32da2f778a9
02-03-2022,20:21,ADR ON SEA LTD CLASS A,US81141R1005,NSY,XNAS,4,118.0000,USD,-472.00,USD,-423.97,1.1133,-1.06,-0.50,-425.53,141dba88-5dcd-4ea0-9b9d-ceb3a49fdce9
24-02-2022,16:15,ADYEN NV,NL0012969182,EAM,MESI,1,1773.8000,EUR,-1773.80,EUR,-1773.80,,0.00,-4.40,-1778.20,66040235-166a-4edd-928b-125f4d2a9b96
17-02-2022,21:32,NVIDIA CORP,US67066G1040,NDQ,ARCX,5,245.0000,USD,-1225.00,USD,-1078.26,1.1361,-2.70,-0.50,-1081.45,d447898c-5246-4beb-8bf1-773fbc70c1a6
14-02-2022,21:35,ADR ON SEA LTD CLASS A,US81141R1005,NSY,XNAS,5,129.0000,USD,-645.00,USD,-570.60,1.1304,-1.43,-0.50,-572.52,152f4229-6c6f-4eed-84ac-e276f9579706
03-02-2022,18:46,META PLATFORMS INC CLASS A,US30303M1027,NDQ,BATS,5,240.0000,USD,-1200.00,USD,-1049.14,1.1438,-2.62,-0.50,-1052.26,37544916-1306-4680-8d1f-393a303bd18a
24-01-2022,16:19,ADR ON SEA LTD CLASS A,US81141R1005,NSY,CDED,-10,140.1300,USD,1401.30,USD,1240.43,1.1297,-3.10,-0.50,1236.82,d6f0787a-f2a6-44da-bad0-7ed20fede391
24-01-2022,16:19,ADYEN NV,NL0012969182,EAM,MESI,-1,1673.2000,EUR,1673.20,EUR,1673.20,,0.00,-4.40,1668.80,475b828b-e754-4ebc-8b8f-10f5dcfabee7
27-12-2021,19:54,ADR ON SEA LTD CLASS A,US81141R1005,NSY,CDED,10,220.0000,USD,-2200.00,USD,-1942.62,1.1325,-4.86,-0.50,-1947.97,aa1c6eb0-d02e-4b69-99d9-2c085cb35744
27-12-2021,14:41,ADYEN NV,NL0012969182,EAM,MESI,1,2324.0000,EUR,-2324.00,EUR,-2324.00,,0.00,-4.40,-2328.40,91e503b3-d6b0-4c4f-8dde-1f3831dd7de8
17-12-2021,16:45,BLOCK INC CLASS A,US8522341036,NSY,CDED,-5,166.0200,USD,830.10,USD,735.64,1.1284,-0.74,,734.91,e324ea34-698b-4be1-ba5f-1a09c8268ca0
17-12-2021,16:39,ADR ON SEA LTD CLASS A,US81141R1005,NSY,CDED,-10,209.8900,USD,2098.90,USD,1859.90,1.1285,-1.86,,1858.04,7b1949aa-721b-4b7e-8942-ff9e19cf38b3
17-12-2021,16:27,ADYEN NV,NL0012969182,EAM,MESI,-2,2151.0000,EUR,4302.00,EUR,4302.00,,0.00,-6.15,4295.85,bd4b146a-2bb6-46f9-973d-151239070ac9
13-12-2021,17:27,TESLA INC,US88160R1014,NDQ,SOHO,-1,959.3100,USD,959.31,USD,849.62,1.1291,-0.85,,848.77,8f8dcea4-3cc8-44ba-8c2f-a322d44196e7
13-12-2021,17:27,BLOCK INC CLASS A,US8522341036,NSY,CDED,-10,172.8500,USD,1728.50,USD,1530.73,1.1292,-1.53,,1529.20,d957cae6-af60-4319-8c23-5935c2d9a0ae
13-12-2021,17:26,ADR ON SEA LTD CLASS A,US81141R1005,NSY,CDED,-15,229.2500,USD,3438.75,USD,3044.76,1.1294,-3.04,,3041.72,d990f6b4-5607-4400-afd7-59df548d1cca
01-12-2021,18:53,PAYPAL HOLDINGS INC,US70450Y1038,NDQ,CDED,-3,184.7600,USD,554.28,USD,489.39,1.1326,-0.49,,488.90,84364e2b-43ed-4096-9a0e-0b069d9f7bcf
28-10-2021,21:29,TWILIO INC CLASS A,US90138F1021,NSY,XNAS,4,286.0000,USD,-1144.00,USD,-979.20,1.1683,-0.98,-0.51,-980.69,8ca4c82d-ff6c-4e7d-9870-7fe7a7abc544
22-10-2021,21:42,PAYPAL HOLDINGS INC,US70450Y1038,NDQ,MEMX,3,240.5000,USD,-721.50,USD,-619.79,1.1641,-0.62,-0.51,-620.92,5b7ccb01-39ab-4765-86e5-a0cae691f75b
30-09-2021,18:17,VISA INC CLASS A,US92826C8394,NSY,CDED,5,223.8000,USD,-1119.00,USD,-967.74,1.1563,-0.97,-0.52,-969.23,845f1879-0014-45ce-8afc-08e97514ad0a
20-09-2021,21:56,ETSY INC. - COMMON ST,US29786A1060,NDQ,CDED,-13,217.7750,USD,2831.08,USD,2413.54,1.1730,-2.41,-0.54,2410.58,5f66487a-e652-46c9-b74e-dfbc1ddab1a8
07-09-2021,17:29,ADR ON SEA LTD CLASS A,US81141R1005,NSY,SOHO,-5,356.2700,USD,1781.35,USD,1504.65,1.1839,-1.50,-0.52,1502.62,19613bd6-2915-47d8-a0e8-f8ecb7d5e00a
11-06-2021,09:05,VANGUARD S&P 500 UCITS ETF USD DIS,IE00B3XXRP09,EAM,XAMS,2,66.0830,EUR,-132.17,EUR,-132.17,,0.00,,-132.17,3ccb1146-909c-44be-b5ee-48374166b9bc
14-05-2021,09:05,ADYEN NV,NL0012969182,EAM,XAMS,1,1707.0000,EUR,-1707.00,EUR,-1707.00,,0.00,-4.85,-1711.85,968f031c-1cce-4a71-87b9-94e7d7414866
13-05-2021,17:45,TELADOC HEALTH INC,US87918A1051,NSY,CDED,-5,133.6700,USD,668.35,USD,553.96,1.2065,-0.55,-0.52,552.88,c924e155-15b4-4f66-901c-bbce61cf322c
12-05-2021,21:22,CLOUDFLARE INC CLASS A,US18915M1071,NSY,XNAS,-10,69.3000,USD,693.00,USD,573.82,1.2077,-0.57,-0.53,572.71,9b1b33cd-937e-44f9-b7a3-8c9fbe5f02db
15-04-2021,21:31,AIRBNB INC CLASS A,US0090661010,NDQ,XNAS,-2,176.0000,USD,352.00,USD,294.02,1.1972,-0.29,-0.51,293.22,a54367eb-573a-4e53-97f4-9a1d229d2cc4
15-04-2021,20:30,TWILIO INC CLASS A,US90138F1021,NSY,CDED,3,390.9000,USD,-1172.70,USD,-979.29,1.1975,-0.98,-0.51,-980.78,e1a176fa-db12-4cf6-a1b7-3d902e2023c7
13-04-2021,17:22,VISA INC CLASS A,US92826C8394,NSY,CDED,-5,220.4050,USD,1102.02,USD,923.82,1.1929,-0.92,-0.52,922.38,6b92bd32-57ba-419d-8968-4969ddeca265
13-04-2021,17:21,CLOUDFLARE INC CLASS A,US18915M1071,NSY,CDED,-9,71.6200,USD,644.58,USD,540.44,1.1927,-0.54,-0.53,539.37,9183ccab-c7aa-4dfc-a464-908bdd7463bf
12-04-2021,16:32,ETSY INC. - COMMON ST,US29786A1060,NDQ,XNAS,3,217.0000,USD,-651.00,USD,-546.42,1.1914,-0.55,-0.51,-547.47,c3258f50-714b-4138-8fd9-dcbf3ddfc767
07-04-2021,21:56,AIRBNB INC CLASS A,US0090661010,NDQ,XNAS,2,180.0000,USD,-360.00,USD,-303.26,1.1871,-0.30,-0.51,-304.07,2f1828e8-7a33-43a2-a6d6-2762674d7787
10-03-2021,09:05,VANGUARD S&P 500 UCITS ETF USD DIS,IE00B3XXRP09,EAM,XAMS,1,61.8850,EUR,-61.88,EUR,-61.88,,0.00,,-61.88,522310ae-99a5-4cf7-a8dd-508586748be2
09-03-2021,17:44,TESLA INC,US88160R1014,NDQ,SOHO,1,645.2700,USD,-645.27,USD,-542.65,1.1891,-0.54,-0.50,-543.70,8be8b1f7-1661-4186-9006-97bbcca51673
05-03-2021,20:58,BLOCK INC CLASS A,US8522341036,NSY,CDED,1,213.9400,USD,-213.94,USD,-179.56,1.1915,-0.18,-0.50,-180.23,c31d6a7e-90e6-4e0c-82dd-400d6a19ad98
05-03-2021,20:56,VISA INC CLASS A,US92826C8394,NSY,SOHO,10,214.9590,USD,-2149.59,USD,-1803.80,1.1917,-1.80,-0.53,-1806.14,6ef8b4eb-bbb4-445a-a88c-5b5dbb04a6f2
04-03-2021,19:26,TWILIO INC CLASS A,US90138F1021,NSY,CDED,-8,337.1600,USD,2697.28,USD,2251.49,1.1980,-2.25,-0.53,2248.71,1b3aca4e-f416-4c9e-86e0-5e636de4dbf6
25-02-2021,19:25,SALESFORCE INC,US79466L3024,NSY,XNAS,-5,233.0000,USD,1165.00,USD,955.55,1.2192,-0.96,-0.52,954.07,d5111299-fddd-4452-b672-0609f7db7ca2
22-02-2021,21:56,CLOUDFLARE INC CLASS A,US18915M1071,NSY,XNYS,1,78.5000,USD,-78.50,USD,-64.59,1.2153,-0.06,-0.50,-65.16,9a0dc466-587a-47aa-831f-a80aeef2b277
19-02-2021,16:16,ADR ON YOUDAO INC CLASS A,US98741T1043,NSY,CDED,-10,31.9850,USD,319.85,USD,263.73,1.2128,-0.26,-0.53,262.94,09104e64-3426-4d57-bc4e-e602cd7db140
22-01-2021,21:58,SALESFORCE INC,US79466L3024,NSY,CDED,5,226.2700,USD,-1131.35,USD,-929.70,1.2169,-0.93,-0.52,-931.15,1f6a92f1-d241-4fee-b48f-b15fc9669893
19-01-2021,16:05,ADYEN NV,NL0012969182,EAM,MESI,1,1784.0000,EUR,-1784.00,EUR,-1784.00,,0.00,-4.89,-1788.89,6e9f518e-8728-49c3-8570-38712b567c5a
30-12-2020,16:41,TRITERRAS INC. - CLASS A ORDINARY SHARES,KYG9103H1020,NDQ,SOHO,-50,11.6000,USD,580.00,USD,471.85,1.2292,-0.47,-0.66,470.72,d30eef5f-45a1-44d8-8083-3f2fecca5b8a
22-12-2020,17:30,TRITERRAS INC. - CLASS A ORDINARY SHARES,KYG9103H1020,NDQ,SOHO,10,11.0000,USD,-110.00,USD,-90.35,1.2175,-0.09,-0.53,-90.97,f625e90d-5c95-4dcc-9b45-2e89ec84c932
22-12-2020,17:30,CLOUDFLARE INC CLASS A,US18915M1071,NSY,SOHO,1,86.1100,USD,-86.11,USD,-70.72,1.2176,-0.07,-0.50,-71.29,112970d9-7bbb-4b2b-810e-424eb729b0fa
22-12-2020,15:33,TRITERRAS INC. - CLASS A ORDINARY SHARES,KYG9103H1020,NDQ,IEXG,40,11.0700,USD,-442.80,USD,-362.15,1.2227,-0.36,-0.63,-363.14,2d74f318-4ce5-4021-beb9-50446dcd5160
15-12-2020,21:51,ADR ON YOUDAO INC CLASS A,US98741T1043,NSY,SOHO,-15,25.6000,USD,384.00,USD,315.84,1.2158,-0.32,-0.55,314.98,3bc93661-9971-461c-8174-573ff7deea30
15-12-2020,21:38,CLOUDFLARE INC CLASS A,US18915M1071,NSY,XNAS,7,81.0000,USD,-567.00,USD,-466.44,1.2156,-0.47,-0.52,-467.42,24719941-18a5-421f-bdcb-044cb79bf0da
15-12-2020,21:31,PALANTIR TECHNOLOGIES INC-A,US69608A1088,NSY,CDED,-4,26.0850,USD,104.34,USD,85.83,1.2156,-0.09,-0.51,85.24,3da6570e-e7e9-4b63-82d2-80c2a056fef2
15-12-2020,15:53,TELADOC HEALTH INC,US87918A1051,NSY,SOHO,10,195.8000,USD,-1958.00,USD,-1610.46,1.2158,-1.61,-0.53,-1612.60,65454aa6-d895-4c36-9ce4-fa5b9202d71b
04-12-2020,21:49,FASTLY INC. CLASS A COMMON STOCK,US31188V1008,NSY,XNAS,-20,88.7000,USD,1774.00,USD,1463.46,1.2122,-1.46,-0.57,1461.42,d1531438-3d33-48cd-98b3-d1934655dec3
23-10-2020,19:48,PALANTIR TECHNOLOGIES INC-A,US69608A1088,NSY,CDED,4,9.6400,USD,-38.56,USD,-32.53,1.1855,-0.03,-0.51,-33.07,c2db757e-82e7-409a-b7c3-9978362054e8
22-10-2020,21:23,CLOUDFLARE INC CLASS A,US18915M1071,NSY,SOHO,6,55.9800,USD,-335.88,USD,-284.26,1.1816,-0.28,-0.52,-285.06,8ca1b929-e713-4fb0-94b9-1760a83caeb8
13-10-2020,15:44,CLOUDFLARE INC CLASS A,US18915M1071,NSY,XNYS,4,57.0300,USD,-228.12,USD,-194.08,1.1754,-0.19,-0.51,-194.78,be57244b-9098-4685-a4cd-ff4c79dd45b7
01-09-2020,16:52,TWILIO INC CLASS A,US90138F1021,NSY,,8,279.7900,USD,-2238.32,USD,-1872.76,1.1952,-1.87,-0.53,-1875.16,f54b484a-3022-4fc4-af39-b85416712304
01-09-2020,16:51,BERKSHIRE HATHAWAY INC CLASS B,US0846707026,NSY,,-10,217.6300,USD,2176.30,USD,1821.02,1.1951,-1.82,-0.53,1818.67,d81fe169-e035-4921-bbce-6859719318a0
31-08-2020,21:21,BLOCK INC CLASS A,US8522341036,NSY,,4,159.2600,USD,-637.04,USD,-533.94,1.1931,-0.53,-0.51,-534.98,6495c854-7ef1-43ac-bdb5-cc5b7a68d7d8
31-08-2020,21:20,ADR ON SEA LTD CLASS A,US81141R1005,NSY,,5,153.2000,USD,-766.00,USD,-642.08,1.1930,-0.64,-0.52,-643.24,47ff256e-f2ce-4945-9eb7-919ba4142670
31-08-2020,21:04,BERKSHIRE HATHAWAY INC CLASS B,US0846707026,NSY,,4,218.4100,USD,-873.64,USD,-732.12,1.1933,-0.73,-0.51,-733.36,1de61c9e-590d-4103-80bf-a897299204ff
31-08-2020,21:02,FASTLY INC. CLASS A COMMON STOCK,US31188V1008,NSY,,5,92.0700,USD,-460.35,USD,-385.75,1.1934,-0.39,-0.52,-386.65,05fa65bf-a721-4724-96bc-9b9c4de3127a
21-08-2020,20:42,FASTLY INC. CLASS A COMMON STOCK,US31188V1008,NSY,,1,85.4100,USD,-85.41,USD,-72.47,1.1785,-0.07,-0.50,-73.05,69fbe47d-e2cc-4a37-8b27-2603e867e2f1
21-08-2020,20:24,OCCIDENTAL PETROLEUM CORP,US6745991058,NSY,,-8,13.1150,USD,104.92,USD,89.01,1.1787,-0.09,-0.53,88.39,0b771bff-9445-4449-a501-65ba46339c59
21-08-2020,20:24,OCCIDENTAL PETROLEUM CORPORATION WARRANTS WHEN ISS,US6745991629,NSY,,-1,2.9000,USD,2.90,USD,2.46,1.1786,-0.00,-0.50,1.96,954e86ab-b147-414a-b37a-cdd257f7dc81
07-08-2020,19:03,BERKSHIRE HATHAWAY INC CLASS B,US0846707026,NSY,,6,207.5100,USD,-1245.06,USD,-1057.56,1.1773,-1.06,-0.52,-1059.13,2d347176-882c-4009-b617-8a0ae0940d5c
07-08-2020,16:33,VROOM INC,US92918V1098,NDQ,,-5,65.4100,USD,327.05,USD,277.82,1.1772,-0.28,-0.02,277.52,904c8ee7-6639-43c0-b6d1-017224d4b751
07-08-2020,16:33,VROOM INC,US92918V1098,NDQ,,-10,65.5000,USD,655.00,USD,556.41,1.1772,-0.56,-0.53,555.32,904c8ee7-6639-43c0-b6d1-017224d4b751
07-08-2020,15:50,VROOM INC,US92918V1098,NDQ,,15,68.9000,USD,-1033.50,USD,-878.23,1.1768,-0.88,-0.55,-879.66,114695c2-7e6c-4f90-8f36-f7837b2133c9
06-08-2020,20:14,ADR ON YOUDAO INC CLASS A,US98741T1043,NSY,,5,47.0000,USD,-235.00,USD,-197.91,1.1874,-0.20,-0.52,-198.63,ebdc573a-ac98-413e-9e41-6d741d4b1ded
06-08-2020,19:49,ADR ON SEA LTD CLASS A,US81141R1005,NSY,,5,138.0000,USD,-690.00,USD,-580.22,1.1892,-0.58,-0.52,-581.32,b0164f82-acd3-46bd-b26e-5d9cddc7f669
06-08-2020,15:30,ETSY INC. - COMMON ST,US29786A1060,NDQ,,10,133.6800,USD,-1336.80,USD,-1128.67,1.1844,-1.13,-0.53,-1130.33,eac718ef-57b4-44e5-8545-9f58b657e326
05-08-2020,15:35,LIVONGO HEALTH INC,US5391831030,NDQ,,-25,142.1900,USD,3554.75,USD,2991.46,1.1883,-2.99,-0.58,2987.89,ad92e941-696f-440d-9235-605b1dbafce0
29-07-2020,21:47,FASTLY INC. CLASS A COMMON STOCK,US31188V1008,NSY,,14,84.9200,USD,-1188.88,USD,-1008.89,1.1784,-1.01,-0.55,-1010.45,abc38cc1-59ee-4140-b8d5-8ebcad604d9a
29-07-2020,15:42,ADR ON SEA LTD CLASS A,US81141R1005,NSY,,4,117.0000,USD,-468.00,USD,-398.33,1.1749,-0.40,-0.51,-399.24,56db1d48-4132-4f9a-ac32-80f9fb4288ae
27-07-2020,18:53,ADR ON YOUDAO INC CLASS A,US98741T1043,NSY,,20,38.7700,USD,-775.40,USD,-659.97,1.1749,-0.66,-0.57,-661.20,116fb26b-748f-4b9e-9746-d5492eb335f4
27-07-2020,16:59,LIVONGO HEALTH INC,US5391831030,NDQ,,10,110.1750,USD,-1101.75,USD,-935.51,1.1777,-0.94,-0.53,-936.98,748af87b-4586-4db1-951d-b05d7a0e67a3
17-07-2020,16:12,ADR ON SEA LTD CLASS A,US81141R1005,NSY,,6,110.2800,USD,-661.68,USD,-578.44,1.1439,-0.58,-0.52,-579.54,1d55c188-c9a8-4e84-be8c-f2339d71e4b6
17-07-2020,16:10,LIVONGO HEALTH INC,US5391831030,NDQ,,3,105.4000,USD,-316.20,USD,-276.47,1.1437,-0.28,-0.51,-277.26,1d867808-1cc0-4ebf-9528-9ff03faedfa9
08-07-2020,19:48,LIVONGO HEALTH INC,US5391831030,NDQ,,4,95.0000,USD,-380.00,USD,-335.16,1.1338,-0.34,-0.51,-336.00,d82bec58-561b-499f-8e18-4f5d2b97050d
08-07-2020,17:00,LIVONGO HEALTH INC,US5391831030,NDQ,,3,94.0000,USD,-282.00,USD,-248.94,1.1328,-0.25,-0.51,-249.70,6c9fb17e-65d1-4eef-90c7-e24e73b1223d
02-07-2020,00:00,OCCIDENTAL PETROLEUM CORPORATION WARRANTS WHEN ISS,US6745991629,NSY,,1,0.0000,USD,0.00,USD,0.00,1.1220,0.00,,0.00,
19-06-2020,15:34,LIVONGO HEALTH INC,US5391831030,NDQ,XNAS,5,71.0000,USD,-355.00,USD,-316.15,1.1229,-0.32,-0.52,-316.98,7b7665bb-112b-478c-95b7-7f6dd9171808
18-06-2020,10:35,AIRBUS SE,NL0000235190,EPA,XPAR,-5,68.9600,EUR,344.80,EUR,344.80,,0.00,-4.17,340.63,32ec6fcc-243b-4e52-8999-276efb802a8d
01-06-2020,16:01,OCCIDENTAL PETROLEUM CORP,US6745991058,NSY,CDED,8,13.2100,USD,-105.68,USD,-95.03,1.1121,-0.10,-0.53,-95.65,74cf1c37-75ba-4551-86bb-ed237b0b7799
01-06-2020,15:48,BLOCK INC CLASS A,US8522341036,NSY,CDED,10,81.6500,USD,-816.50,USD,-734.46,1.1117,-0.73,-0.54,-735.74,0eb2ef65-ea19-44ac-ae00-1fa46eb2b72f
01-06-2020,15:47,ADR ON SEA LTD CLASS A,US81141R1005,NSY,SOHO,5,81.4800,USD,-407.40,USD,-366.50,1.1116,-0.37,-0.52,-367.39,4fcc7f42-8c74-478a-97d5-85e1b685c1a6
29-05-2020,09:00,AIRBUS SE,NL0000235190,EPA,XPAR,5,59.3800,EUR,-296.90,EUR,-296.90,,0.00,-4.15,-301.05,0285c525-ae8e-4968-9bd2-29c4f8ae8e79
15-05-2020,20:12,ADR ON SEA LTD CLASS A,US81141R1005,NSY,SOHO,5,61.6900,USD,-308.45,USD,-285.34,1.0810,-0.29,-0.52,-286.14,fb97a597-7326-4483-ab30-fa6f808e9e7d
12-03-2020,09:05,VANGUARD S&P 500 UCITS ETF USD DIS,IE00B3XXRP09,EAM,XAMS,1,44.3850,EUR,-44.38,EUR,-44.38,,0.00,,-44.38,47196d27-5da6-49fb-83ca-7372d7a106f4
